URL,Người bán,Loại người bán,Số phòng ngủ,Hướng,Kiểu nhà,Giá,Giá mỗi m2,Diện tích,Địa chỉ,Giấy tờ pháp lý,Số phòng vệ sinh,Tình trạng nội thất,Số tầng
https://www.nhatot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/125759943.htm,Lê Thị Hà,Môi Giới,6 PN,Không rõ,Nhà phố liền kề,127 triệu,"1,88 triệu/m²",67.5 m²,"Lộc Ninh, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125829665.htm,Quỳnh Anh,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","3,7 tỷ","46,25 triệu/m²",80 m²,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125829658.htm,Quỳnh Anh,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","5,6 tỷ",175 triệu/m²,32 m²,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125783730.htm,Nguyễn Hà,Môi Giới,4 PN,Không rõ,"Nhà mặt phố, mặt tiền","14,5 tỷ","371,79 triệu/m²",39 m²,"Phố Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125829675.htm,Quỳnh Anh,Môi Giới,6 PN,Không rõ,"Nhà ngõ, hẻm",6 tỷ,"142,86 triệu/m²",42 m²,"Đường Trần Khát Chân, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125829268.htm,Vũ Văn Nam,Cá nhân,4 PN,Hướng Đông Bắc,"Nhà ngõ, hẻm","7,6 tỷ","230,30 triệu/m²",33 m²,"10, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125829018.htm,Nguyễn Thị Lý,Môi Giới,2 PN,Không rõ,"Nhà ngõ, hẻm","2,5 tỷ","81,43 triệu/m²",30.7 m²,"Đường Xuân Khôi, Phường Cự Khối, Quận Long Biên, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/125120796.htm,Thành Long,Môi Giới,5 PN,Không rõ,"Nhà ngõ, hẻm","5,785 tỷ","160,69 triệu/m²",36 m²,"Huỳnh Cung, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125782709.htm#px=SR-special_display_ad-[PO-1][PL-default],Phạm Đức Hiệp,Môi Giới,3 PN,Không rõ,"Nhà mặt phố, mặt tiền","10,2 tỷ","242,86 triệu/m²",42 m²,"Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/123513467.htm,NGUYỄN CÔNG HÀ,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","4,5 tỷ","132,35 triệu/m²",34 m²,"Đường Đại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125828678.htm,Nguyễn Thu Trang,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","6,75 tỷ","241,07 triệu/m²",28 m²,"Phố Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125828592.htm,Đinh Thị Hằng,Môi Giới,2 PN,Không rõ,"Nhà ngõ, hẻm","9,9 tỷ","162,30 triệu/m²",61 m²,"láng hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125828544.htm,Trần Cường BĐS,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","7,58 tỷ","194,36 triệu/m²",39 m²,"Phố Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125828488.htm,Nguyễn Thu Trang,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm",7 tỷ,"184,21 triệu/m²",38 m²,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125828484.htm,Giang,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","7,75 tỷ","215,28 triệu/m²",36 m²,"Phố Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/125828123.htm,Tên chưa cung cấp,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm",10 tỷ,200 triệu/m²,50 m²,"Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/125828092.htm#px=SR-special_display_ad-[PO-1][PL-default],Hà Vũ,Môi Giới,2 PN,Không rõ,"Tập thể, cư xá","3,5 tỷ",70 triệu/m²,50 m²,"Phố Phú Xá, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Sổ hồng riêng,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/125827959.htm#px=SR-special_display_ad-[PO-1][PL-default],Vũ Thị Thảo,Môi Giới,2 PN,Không rõ,"Tập thể, cư xá","3,1 tỷ","47,69 triệu/m²",65 m²,"Phố Hồ Đắc Di, Phường Trung Tự, Quận Đống Đa, Hà Nội",Sổ hồng riêng,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125396110.htm,lê văn toàn,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm",7 tỷ,"162,79 triệu/m²",43 m²,"Phố Lê Lợi, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/123721056.htm,Nguyễn Thu Hà,Môi Giới,3 PN,Hướng Nam,"Nhà ngõ, hẻm","4,5 tỷ","140,62 triệu/m²",32 m²,"Đường Phú Vinh, Xã An Khánh, Huyện Hoài Đức, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125004998.htm#px=SR-special_display_ad-[PO-1][PL-default],Nguyễn Mạnh Hùng,Môi Giới,5 PN,Không rõ,"Nhà mặt phố, mặt tiền",11 tỷ,"305,56 triệu/m²",36 m²,"Minh Khai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125195159.htm,VŨ CÁT TƯỜNG,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","7,6 tỷ","165,22 triệu/m²",46 m²,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120827789.htm,VŨ CÁT TƯỜNG,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","7,1 tỷ","157,78 triệu/m²",45 m²,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/117917324.htm,VŨ CÁT TƯỜNG,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","7,2 tỷ","171,43 triệu/m²",42 m²,"Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/125356683.htm,Nguyễn Ngọc Thủy,Môi Giới,4 PN,Không rõ,Nhà biệt thự,33 tỷ,220 triệu/m²,150 m²,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125827504.htm,Thanh Lam,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","5,75 tỷ","191,67 triệu/m²",30 m²,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125827249.htm,Trần Cường BĐS,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","5,5 tỷ","196,43 triệu/m²",28 m²,"Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/124996194.htm,Hoàng Tú,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","8,5 tỷ","202,38 triệu/m²",42 m²,"Phố Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125215772.htm,Nguyễn Đình Thành,Môi Giới,6 PN,Không rõ,"Nhà ngõ, hẻm",7 tỷ,175 triệu/m²,40 m²,"Phố xa la, Phường Phú La, Quận Hà Đông, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125826939.htm,Phạm Hải,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","7,6 tỷ","176,74 triệu/m²",43 m²,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125338009.htm#px=SR-special_display_ad-[PO-1][PL-default],Bùi Văn Thiệu,Môi Giới,6 PN,Không rõ,"Nhà ngõ, hẻm","7,85 tỷ","253,23 triệu/m²",31 m²,"Phố Trần Quốc Vượng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125826113.htm,Tuấn Nguyên Lam,Môi Giới,6 PN,Không rõ,"Nhà ngõ, hẻm","7,3 tỷ","155,32 triệu/m²",47 m²,"Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/121484741.htm#px=SR-special_display_ad-[PO-1][PL-default],Trần Thị Thuỳ Phương,Môi Giới,5 PN,Không rõ,"Nhà ngõ, hẻm","7,1 tỷ","139,22 triệu/m²",51 m²,"95 Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/122372782.htm,TRƯỜNG CHỦ ĐẦU TƯ,Môi Giới,2 PN,Hướng Đông Nam,Chung cư,950 triệu,"16,96 triệu/m²",56 m²,"Phố Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Sổ hồng riêng,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125824068.htm,Hien,Cá nhân,4 PN,Không rõ,"Nhà ngõ, hẻm",6 tỷ,"181,82 triệu/m²",33 m²,"Phố Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125823891.htm,Vũ Thị Kim Thanh,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","4,55 tỷ","284,38 triệu/m²",16 m²,"Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125823425.htm,Nguyễn Khải,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","6,1 tỷ","217,86 triệu/m²",28 m²,"Lê Thanh nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/125763021.htm,Đỗ Văn Chung,Cá nhân,2 PN,Hướng Tây,Chung cư,"2,8 tỷ","43,01 triệu/m²",65.1 m²,"Đặng Xá, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Sổ hồng riêng,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125822979.htm,Hạnh Bùi,Môi Giới,5 PN,Không rõ,"Nhà ngõ, hẻm","14,8 tỷ","284,62 triệu/m²",52 m²,"Phố Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125823082.htm,Thanh Lam,Môi Giới,4 PN,Không rõ,"Nhà ngõ, hẻm","6,5 tỷ","216,67 triệu/m²",30 m²,"Phố Thanh Nhàn, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125822826.htm,Tuấn Nguyên Lam,Môi Giới,6 PN,Không rõ,"Nhà ngõ, hẻm","7,3 tỷ","162,22 triệu/m²",45 m²,"Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125303490.htm,Dương Thu Hà,Môi Giới,5 PN,Không rõ,"Nhà ngõ, hẻm","6,8 tỷ","219,35 triệu/m²",31 m²,"Phố Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125822501.htm,TRẦN ĐÌNH QUÂN,Môi Giới,3 PN,Hướng Tây Nam,"Nhà ngõ, hẻm","4,4 tỷ","125,71 triệu/m²",35 m²,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125684332.htm,Phạm Thị Đào,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","5,4 tỷ","163,64 triệu/m²",33 m²,"Đa Sỹ , Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/125822359.htm,Nguyễn Như,Môi Giới,2 PN,Không rõ,Chung cư,"3,15 tỷ","52,50 triệu/m²",60 m²,"Phố Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Sổ hồng riêng,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125822265.htm,Đại Thoa,Môi Giới,4 PN,Hướng Đông,"Nhà mặt phố, mặt tiền","14,5 tỷ","426,47 triệu/m²",34 m²,"Hồng Hà , Phường Phúc Xá, Quận Ba Đình, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125822150.htm,Quỳnh Trang Đặng,Cá nhân,3 PN,Không rõ,"Nhà ngõ, hẻm","5,3 tỷ","203,85 triệu/m²",26 m²,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125821734.htm,Thanh Lam,Môi Giới,3 PN,Không rõ,"Nhà ngõ, hẻm","5,6 tỷ","186,67 triệu/m²",30 m²,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125821548.htm,Hoàng,Môi Giới,1 PN,Không rõ,"Nhà ngõ, hẻm",16 tỷ,128 triệu/m²,125 m²,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Đã có sổ,Không rõ,Không rõ,Không rõ
